stopID,stopName,baselineAvgMinutes,closedStopAvgMinutes,deltaMinutes,walkOnlyTrips,note
"000000000848","Ingstrup Allé (Englandsvej)",62.42,64.23,1.81,165,"1 baseline trips used this stop"
"000008600736","Flintholm St.",62.42,64.29,1.87,128,"46 baseline trips used this stop"
"000000000849","Brønderslev Allé (Englandsvej)",62.42,64.31,1.89,167,"5 baseline trips used this stop"
"000000000844","Ingstrup Allé (Englandsvej)",62.42,64.37,1.95,173,"19 baseline trips used this stop"
"000000000850","Løjtegårdsvej (Englandsvej)",62.42,64.72,2.30,187,"4 baseline trips used this stop"
"000000010842","Hovedbanegården  Tivoli (Bernstorffsgade)",62.42,64.74,2.32,180,"17 baseline trips used this stop"
"000000000852","Tårnby St. (Englandsvej)",62.42,64.93,2.51,193,"9 baseline trips used this stop"
"000000000843","Brønderslev Allé (Englandsvej)",62.42,64.95,2.53,186,"45 baseline trips used this stop"
"000000001017","Irlandsvej (Tårnbyvej)",62.42,64.95,2.53,188,"26 baseline trips used this stop"
"000000000719","Glyptoteket (Tietgensgade)",62.42,65.00,2.58,187,"111 baseline trips used this stop"
"000000000792","Korsvejens Skole (Amager Landevej)",62.42,65.57,3.15,212,"22 baseline trips used this stop"
"000000003000","Sundbyvester Plads (Amagerbrogade)",62.42,65.62,3.21,212,"20 baseline trips used this stop"
"000000010843","Hovedbanegården  Tivoli (Bernstorffsgade)",62.42,65.65,3.23,166,"97 baseline trips used this stop"
"000000000806","Ørestads Boulevard (Amager Boulevard)",62.42,65.83,3.41,225,"68 baseline trips used this stop"
"000000000664","Øresundsvej (Amagerbrogade)",62.42,65.92,3.51,223,"61 baseline trips used this stop"
"000000027526","Amagerbro St. (Amagerbrogade)",62.42,65.96,3.55,228,"27 baseline trips used this stop"
"000000001022","Irlandsvej (Tårnbyvej)",62.42,66.10,3.68,230,"25 baseline trips used this stop"
"000000000842","Løjtegårdsvej (Englandsvej)",62.42,66.24,3.82,229,"19 baseline trips used this stop"
"000000000840","Tårnby St. (Englandsvej)",62.42,66.40,3.98,231,"32 baseline trips used this stop"
"000008600858","CPH Lufthavn",62.42,66.48,4.06,189,"71 baseline trips used this stop"
"000000001020","Korsvejens Skole (Tårnbyvej)",62.42,67.49,5.07,266,"35 baseline trips used this stop"
"000008600857","Tårnby St.",62.42,67.54,5.12,194,"42 baseline trips used this stop"
"000000027527","Amagerbro St. (Amagerbrogade)",62.42,67.70,5.28,261,"35 baseline trips used this stop"
"000000000738","Ørestads Boulevard (Amager Boulevard)",62.42,67.74,5.32,260,"101 baseline trips used this stop"
"000000001217","Sundbyvester Plads (Amagerbrogade)",62.42,67.78,5.37,267,"30 baseline trips used this stop"
"000000000729","Øresundsvej (Amagerbrogade)",62.42,67.92,5.50,269,"31 baseline trips used this stop"
"000008600856","Ørestad St.",62.42,69.45,7.03,204,"54 baseline trips used this stop"
"000008600626","København H",62.42,69.48,7.06,188,"214 baseline trips used this stop"
